id ; iName ; eng ; jpn ; tchi ; schi ; kor ; fre ; ger ; spa ; ita ; dut ; rus ; color ; size ; 
004F ; FtrBabybed ; baby bed ; ベビーベッド ; 嬰兒床 ; 婴儿床 ; 아기 침대 ; lit bébé ; Babybett ; cuna ; lettino ; babybed ; кроватка ; Beige ; 1_0x1_0
0162 ; BagShoulderGamaguchiJapan2 ; zen clasp purse ; わふうながまぐちポシェット ; 和風口金側背包 ; 和风口金斜挎包 ; 일본풍 똑딱이 미니백 ; sac à fermoir zen ; Fernost-Schnallentasche ; bolsito broche japonés ; borsa a scatto giapponese ; zen-knipbeurs ; дзен-ридикюль ; Sky blue ; 1_0x1_0
14A6 ; BottomsTexPantsNormalChemical0 ; acid-washed jeans ; ケミカルウォッシュデニム ; 化學洗牛仔褲 ; 酸洗牛仔裤 ; 워싱 청바지 ; jean délavé ; Bleichjeanshose ; tejano desteñido ; paio di jeans sbiaditi ; gebleekte jeans ; джинсы-варенки ; Blue ; 1_0x1_0
2C79 ; BottomsTexPantsNormalChemical1 ; acid-washed jeans ; ケミカルウォッシュデニム ; 化學洗牛仔褲 ; 酸洗牛仔裤 ; 워싱 청바지 ; jean délavé ; Bleichjeanshose ; tejano desteñido ; paio di jeans sbiaditi ; gebleekte jeans ; джинсы-варенки ; Black ; 1_0x1_0
2672 ; BottomsTexSkirtBoxStripe0 ; animal-stripes skirt ; アニマルがらスカート ; 動物花紋裙 ; 动物花纹半裙 ; 동물 무늬 스커트 ; jupe motif animalier ; Tiermusterrock ; falda estampado animal ; gonna animalier ; tijgerrokje ; звериная юбка ; Tiger ; 1_0x1_0
2F23 ; BottomsTexSkirtBoxStripe1 ; animal-stripes skirt ; アニマルがらスカート ; 動物花紋裙 ; 动物花纹半裙 ; 동물 무늬 스커트 ; jupe motif animalier ; Tiermusterrock ; falda estampado animal ; gonna animalier ; tijgerrokje ; звериная юбка ; Zebra ; 1_0x1_0
164E ; BottomsTexSkirtBoxApron0 ; apron skirt ; エプロンつきスカート ; 圍裙連裙子 ; 围裙连短裙 ; 에이프런 스커트 ; jupe tablier ; Schürzenrock ; falda corta con delantal ; gonna a grembiule ; rok met schort ; юбка с фартуком ; Purple ; 1_0x1_0
22D9 ; BottomsTexSkirtBoxApron1 ; apron skirt ; エプロンつきスカート ; 圍裙連裙子 ; 围裙连短裙 ; 에이프런 스커트 ; jupe tablier ; Schürzenrock ; falda corta con delantal ; gonna a grembiule ; rok met schort ; юбка с фартуком ; Blue ; 1_0x1_0
22DA ; BottomsTexSkirtBoxApron2 ; apron skirt ; エプロンつきスカート ; 圍裙連裙子 ; 围裙连短裙 ; 에이프런 스커트 ; jupe tablier ; Schürzenrock ; falda corta con delantal ; gonna a grembiule ; rok met schort ; юбка с фартуком ; Beige ; 1_0x1_0
0CEF ; BottomsTexPantsNormalJersey0 ; athletic pants ; ジャージズボン ; 運動褲 ; 运动健身裤 ; 트레이닝복 바지 ; pantalon de survêt ; Trainingshose ; pantalón sport ; pantalone della tuta ; trainingsbroek ; штаны для разминки ; Red ; 1_0x1_0
2C1F ; BottomsTexPantsNormalJersey1 ; athletic pants ; ジャージズボン ; 運動褲 ; 运动健身裤 ; 트레이닝복 바지 ; pantalon de survêt ; Trainingshose ; pantalón sport ; pantalone della tuta ; trainingsbroek ; штаны для разминки ; Green ; 1_0x1_0
2C20 ; BottomsTexPantsNormalJersey2 ; athletic pants ; ジャージズボン ; 運動褲 ; 运动健身裤 ; 트레이닝복 바지 ; pantalon de survêt ; Trainingshose ; pantalón sport ; pantalone della tuta ; trainingsbroek ; штаны для разминки ; Black ; 1_0x1_0
2C21 ; BottomsTexPantsNormalJersey3 ; athletic pants ; ジャージズボン ; 運動褲 ; 运动健身裤 ; 트레이닝복 바지 ; pantalon de survêt ; Trainingshose ; pantalón sport ; pantalone della tuta ; trainingsbroek ; штаны для разминки ; Blue ; 1_0x1_0
2C22 ; BottomsTexPantsNormalJersey4 ; athletic pants ; ジャージズボン ; 運動褲 ; 运动健身裤 ; 트레이닝복 바지 ; pantalon de survêt ; Trainingshose ; pantalón sport ; pantalone della tuta ; trainingsbroek ; штаны для разминки ; Berry red ; 1_0x1_0
2C23 ; BottomsTexPantsNormalJersey5 ; athletic pants ; ジャージズボン ; 運動褲 ; 运动健身裤 ; 트레이닝복 바지 ; pantalon de survêt ; Trainingshose ; pantalón sport ; pantalone della tuta ; trainingsbroek ; штаны для разминки ; Navy blue ; 1_0x1_0
2E81 ; BottomsTexPantsHalfJersey1 ; athletic shorts ; ジャージショートパンツ ; 運動短褲 ; 运动短裤 ; 트레이닝복 숏팬츠 ; short de sport ; Athletenshorts ; pantalón corto atletismo ; pantaloncino della tuta ; korte sportbroek ; шорты бегуна ; Green ; 1_0x1_0
2E82 ; BottomsTexPantsHalfJersey2 ; athletic shorts ; ジャージショートパンツ ; 運動短褲 ; 运动短裤 ; 트레이닝복 숏팬츠 ; short de sport ; Athletenshorts ; pantalón corto atletismo ; pantaloncino della tuta ; korte sportbroek ; шорты бегуна ; Black ; 1_0x1_0
2E83 ; BottomsTexPantsHalfJersey3 ; athletic shorts ; ジャージショートパンツ ; 運動短褲 ; 运动短裤 ; 트레이닝복 숏팬츠 ; short de sport ; Athletenshorts ; pantalón corto atletismo ; pantaloncino della tuta ; korte sportbroek ; шорты бегуна ; Blue ; 1_0x1_0
2E84 ; BottomsTexPantsHalfJersey4 ; athletic shorts ; ジャージショートパンツ ; 運動短褲 ; 运动短裤 ; 트레이닝복 숏팬츠 ; short de sport ; Athletenshorts ; pantalón corto atletismo ; pantaloncino della tuta ; korte sportbroek ; шорты бегуна ; Berry red ; 1_0x1_0
2E85 ; BottomsTexPantsHalfJersey5 ; athletic shorts ; ジャージショートパンツ ; 運動短褲 ; 运动短裤 ; 트레이닝복 숏팬츠 ; short de sport ; Athletenshorts ; pantalón corto atletismo ; pantaloncino della tuta ; korte sportbroek ; шорты бегуна ; Navy blue ; 1_0x1_0
11A6 ; BottomsTexPantsHalfJersey0 ; athletic shorts ; ジャージショートパンツ ; 運動短褲 ; 运动短裤 ; 트레이닝복 숏팬츠 ; short de sport ; Athletenshorts ; pantalón corto atletismo ; pantaloncino della tuta ; korte sportbroek ; шорты бегуна ; Red ; 1_0x1_0
1658 ; BottomsTexPantsHalfBasketball0 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Purple ; 1_0x1_0
2C2B ; BottomsTexPantsHalfBasketball1 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Red ; 1_0x1_0
2C2C ; BottomsTexPantsHalfBasketball2 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Green ; 1_0x1_0
2C2D ; BottomsTexPantsHalfBasketball3 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Orange ; 1_0x1_0
2C2E ; BottomsTexPantsHalfBasketball4 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Blue ; 1_0x1_0
2C2F ; BottomsTexPantsHalfBasketball5 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Yellow ; 1_0x1_0
2C30 ; BottomsTexPantsHalfBasketball6 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Light blue ; 1_0x1_0
2C31 ; BottomsTexPantsHalfBasketball7 ; basketball shorts ; バスケットパンツ ; 籃球褲 ; 篮球裤 ; 농구복 하의 ; short de basketball ; Basketball-Shorts ; bermuda básquet ; pantaloncino da basket ; basketbalshort ; баскетбольные шорты ; Black ; 1_0x1_0
110C ; BottomsTexPantsWideBellbottoms0 ; bell-bottoms ; ベルボトムパンツ ; 喇叭褲 ; 喇叭裤 ; 나팔바지 ; pantalon pattes d'eph ; Glockenhose ; pantalón acampanado ; pantalone a zampa ; bellbottom ; брюки-клеш ; Orange ; 1_0x1_0
2436 ; BottomsTexPantsWideBellbottoms1 ; bell-bottoms ; ベルボトムパンツ ; 喇叭褲 ; 喇叭裤 ; 나팔바지 ; pantalon pattes d'eph ; Glockenhose ; pantalón acampanado ; pantalone a zampa ; bellbottom ; брюки-клеш ; Brown ; 1_0x1_0
2437 ; BottomsTexPantsWideBellbottoms2 ; bell-bottoms ; ベルボトムパンツ ; 喇叭褲 ; 喇叭裤 ; 나팔바지 ; pantalon pattes d'eph ; Glockenhose ; pantalón acampanado ; pantalone a zampa ; bellbottom ; брюки-клеш ; Beige ; 1_0x1_0
2438 ; BottomsTexPantsWideBellbottoms3 ; bell-bottoms ; ベルボトムパンツ ; 喇叭褲 ; 喇叭裤 ; 나팔바지 ; pantalon pattes d'eph ; Glockenhose ; pantalón acampanado ; pantalone a zampa ; bellbottom ; брюки-клеш ; Green ; 1_0x1_0
2439 ; BottomsTexPantsWideBellbottoms4 ; bell-bottoms ; ベルボトムパンツ ; 喇叭褲 ; 喇叭裤 ; 나팔바지 ; pantalon pattes d'eph ; Glockenhose ; pantalón acampanado ; pantalone a zampa ; bellbottom ; брюки-клеш ; Blue ; 1_0x1_0
2211 ; BottomsTexSkirtLongWrap1 ; belted wraparound skirt ; ベルトのまきスカート ; 腰帶一片裙 ; 系带裹裙 ; 벨트 랩 스커트 ; jupe portefeuille à ceinture ; Gürtel-Wickelrock ; falda envolvente tartán ; gonna portafoglio tartan ; wikkelrok met ceintuur ; юбка с запахом и ремнями ; Red ; 1_0x1_0
2212 ; BottomsTexSkirtLongWrap2 ; belted wraparound skirt ; ベルトのまきスカート ; 腰帶一片裙 ; 系带裹裙 ; 벨트 랩 스커트 ; jupe portefeuille à ceinture ; Gürtel-Wickelrock ; falda envolvente tartán ; gonna portafoglio tartan ; wikkelrok met ceintuur ; юбка с запахом и ремнями ; Green ; 1_0x1_0
2213 ; BottomsTexSkirtLongWrap3 ; belted wraparound skirt ; ベルトのまきスカート ; 腰帶一片裙 ; 系带裹裙 ; 벨트 랩 스커트 ; jupe portefeuille à ceinture ; Gürtel-Wickelrock ; falda envolvente tartán ; gonna portafoglio tartan ; wikkelrok met ceintuur ; юбка с запахом и ремнями ; Blue ; 1_0x1_0
11C1 ; BottomsTexSkirtLongWrap0 ; belted wraparound skirt ; ベルトのまきスカート ; 腰帶一片裙 ; 系带裹裙 ; 벨트 랩 스커트 ; jupe portefeuille à ceinture ; Gürtel-Wickelrock ; falda envolvente tartán ; gonna portafoglio tartan ; wikkelrok met ceintuur ; юбка с запахом и ремнями ; Yellow ; 1_0x1_0
23A0 ; BottomsTexPantsHalfBoa7 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Black ; 1_0x1_0
152B ; BottomsTexPantsHalfBoa0 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Purple ; 1_0x1_0
239A ; BottomsTexPantsHalfBoa1 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Avocado ; 1_0x1_0
239B ; BottomsTexPantsHalfBoa2 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Beige ; 1_0x1_0
239C ; BottomsTexPantsHalfBoa3 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Blue ; 1_0x1_0
239D ; BottomsTexPantsHalfBoa4 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Red ; 1_0x1_0
239E ; BottomsTexPantsHalfBoa5 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Orange ; 1_0x1_0
239F ; BottomsTexPantsHalfBoa6 ; boa shorts ; ボアハーフパンツ ; 絨毛短褲 ; 绒毛短裤 ; 보아 반바지 ; short en polaire ; Fleece-Shorts ; pantalón corto mullido ; pantaloncino boa ; zachte short ; пушистые шорты ; Peacock blue ; 1_0x1_0
152A ; BottomsTexSkirtBoxBoa0 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Green ; 1_0x1_0
2396 ; BottomsTexSkirtBoxBoa4 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Yellow ; 1_0x1_0
2397 ; BottomsTexSkirtBoxBoa5 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Light blue ; 1_0x1_0
2398 ; BottomsTexSkirtBoxBoa6 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Beige ; 1_0x1_0
2399 ; BottomsTexSkirtBoxBoa7 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Brown ; 1_0x1_0
2393 ; BottomsTexSkirtBoxBoa1 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Blue ; 1_0x1_0
2394 ; BottomsTexSkirtBoxBoa2 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Purple ; 1_0x1_0
2395 ; BottomsTexSkirtBoxBoa3 ; boa skirt ; ボアスカート ; 絨毛裙 ; 绒毛短裙 ; 보아 스커트 ; jupe en polaire ; Fleecerock ; falda corta mullida ; gonna boa ; zachte rok ; пушистая юбка ; Red ; 1_0x1_0
165A ; BottomsTexSkirtLongMaone0 ; bomber-style skirt ; ＭＡ‐１スカート ; MA-1防風裙 ; MA-1防风裙 ; MA-1 스커트 ; jupe aviateur ; Uniformrock ; falda militar ; gonna bomber ; uniformrok ; юбка а-ля бомбер ; Avocado ; 1_0x1_0
2D8F ; BottomsTexSkirtLongMaone1 ; bomber-style skirt ; ＭＡ‐１スカート ; MA-1防風裙 ; MA-1防风裙 ; MA-1 스커트 ; jupe aviateur ; Uniformrock ; falda militar ; gonna bomber ; uniformrok ; юбка а-ля бомбер ; Black ; 1_0x1_0
2D90 ; BottomsTexSkirtLongMaone2 ; bomber-style skirt ; ＭＡ‐１スカート ; MA-1防風裙 ; MA-1防风裙 ; MA-1 스커트 ; jupe aviateur ; Uniformrock ; falda militar ; gonna bomber ; uniformrok ; юбка а-ля бомбер ; Blue ; 1_0x1_0
2D91 ; BottomsTexSkirtLongMaone3 ; bomber-style skirt ; ＭＡ‐１スカート ; MA-1防風裙 ; MA-1防风裙 ; MA-1 스커트 ; jupe aviateur ; Uniformrock ; falda militar ; gonna bomber ; uniformrok ; юбка а-ля бомбер ; Brown ; 1_0x1_0
23E9 ; BottomsTexPantsHalfBotanical1 ; botanical shorts ; ボタニカルハーフパンツ ; 植物圖案短褲 ; 植物图案短裤 ; 보태니컬 반바지 ; short botanique ; Botanik-Shorts ; bermuda jardín botánico ; pantaloncino botanico ; tropische short ; ботанические шорты ; White ; 1_0x1_0
16DE ; BottomsTexPantsHalfBotanical0 ; botanical shorts ; ボタニカルハーフパンツ ; 植物圖案短褲 ; 植物图案短裤 ; 보태니컬 반바지 ; short botanique ; Botanik-Shorts ; bermuda jardín botánico ; pantaloncino botanico ; tropische short ; ботанические шорты ; Black ; 1_0x1_0
2E0A ; BottomsTexSkirtBoxBoxpleats1 ; box-pleated skirt ; ボックスプリーツスカート ; 直筒前褶裙 ; 直筒百褶裙 ; 박스 플리츠 스커트 ; jupe plissée courte ; Kellerfaltenrock ; falda plisada corta ; gonna corta plissettata ; stolpplooirok ; мини-юбка с бантовкой ; Beige ; 1_0x1_0
2E0B ; BottomsTexSkirtBoxBoxpleats2 ; box-pleated skirt ; ボックスプリーツスカート ; 直筒前褶裙 ; 直筒百褶裙 ; 박스 플리츠 스커트 ; jupe plissée courte ; Kellerfaltenrock ; falda plisada corta ; gonna corta plissettata ; stolpplooirok ; мини-юбка с бантовкой ; Red ; 1_0x1_0
2E0C ; BottomsTexSkirtBoxBoxpleats3 ; box-pleated skirt ; ボックスプリーツスカート ; 直筒前褶裙 ; 直筒百褶裙 ; 박스 플리츠 스커트 ; jupe plissée courte ; Kellerfaltenrock ; falda plisada corta ; gonna corta plissettata ; stolpplooirok ; мини-юбка с бантовкой ; Green ; 1_0x1_0
1647 ; BottomsTexSkirtBoxBoxpleats0 ; box-pleated skirt ; ボックスプリーツスカート ; 直筒前褶裙 ; 直筒百褶裙 ; 박스 플리츠 스커트 ; jupe plissée courte ; Kellerfaltenrock ; falda plisada corta ; gonna corta plissettata ; stolpplooirok ; мини-юбка с бантовкой ; Light blue ; 1_0x1_0
221A ; BottomsTexSkirtLongLace4 ; buttoned lace skirt ; まえボタンレースのスカート ; 前排釦蕾絲裙 ; 前排扣荷叶边裙 ; 버튼 레이스 치마 ; jupe longue à boutons ; Knopfleisten-Spitzenrock ; falda con botones ; gonna merlettata a bottoni ; kanten knoopjesrok ; юбка с пуговицами ; Purple ; 1_0x1_0
152D ; BottomsTexSkirtLongLace0 ; buttoned lace skirt ; まえボタンレースのスカート ; 前排釦蕾絲裙 ; 前排扣荷叶边裙 ; 버튼 레이스 치마 ; jupe longue à boutons ; Knopfleisten-Spitzenrock ; falda con botones ; gonna merlettata a bottoni ; kanten knoopjesrok ; юбка с пуговицами ; Yellow ; 1_0x1_0
